instanceID,prob
683,0.0
684,0.2
685,0.3
686,0.2
687,0.1
688,0.2
689,0.2
690,0.3
691,0.2
692,0.2
693,0.1
694,0.0
695,0.1
696,0.2
697,0.2
698,0.0
699,0.2
700,0.2
701,0.0
702,0.2
703,0.3
704,0.2
705,0.0
706,0.3
707,0.2
708,0.2
709,0.2
710,0.0
711,0.1
712,0.1
713,0.0
714,0.1
715,0.3
716,0.1
717,0.1
718,0.0
719,0.1
720,0.0
721,0.1
722,0.1
723,0.1
724,0.0
725,0.1
726,0.2
727,0.2
728,0.1
729,0.1
730,0.0
731,0.2
732,0.2
733,0.2
734,0.3
735,0.2
736,0.1
737,0.0
738,0.2
739,0.1
740,0.0
741,0.2
742,0.1
743,0.0
744,0.2
745,0.1
746,0.0
747,0.3
748,0.4
749,0.0
750,0.0
751,0.0
752,0.5
753,0.1
754,0.2
755,0.3
756,0.2
757,0.1
758,0.1
759,0.1
760,0.2
761,0.3
762,0.0
763,0.1
764,0.1
765,0.1
766,0.1
767,0.1
768,0.3
769,0.0
770,0.2
771,0.2
772,0.1
773,0.0
774,0.1
775,0.2
776,0.0
777,0.1
778,0.4
779,0.2
780,0.0
781,0.4
782,0.2
783,0.2
784,0.2
785,0.1
786,0.2
787,0.2
788,0.2
789,0.2
790,0.2
791,0.3
792,0.1
793,0.2
794,0.1
795,0.3
796,0.0
797,0.1
798,0.0
799,0.1
800,0.2
801,0.1
802,0.1
803,0.0
804,0.2
805,0.0
806,0.1
807,0.1
808,0.2
809,0.1
810,0.3
811,0.1
812,0.0
813,0.3
814,0.2
815,0.2
816,0.2
817,0.3
818,0.2
819,0.1
820,0.3
821,0.1
822,0.2
823,0.1
824,0.0
825,0.0
826,0.4
827,0.2
828,0.3
829,0.1
830,0.3
831,0.3
832,0.4
833,0.1
834,0.2
835,0.1
836,0.2
837,0.1
838,0.2
839,0.4
840,0.1
841,0.2
842,0.1
843,0.1
844,0.1
845,0.3
846,0.0
847,0.0
848,0.1
849,0.1
850,0.0
851,0.1
852,0.1
853,0.1
854,0.2
855,0.1
856,0.1
857,0.2
858,0.2
859,0.3
860,0.2
861,0.0
862,0.0
863,0.4
864,0.3
865,0.0
866,0.1
867,0.0
868,0.2
869,0.2
870,0.1
871,0.3
872,0.3
873,0.2
874,0.4
875,0.4
876,0.2
877,0.2
878,0.4
879,0.4
880,0.5
881,0.1
882,0.1
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.2
892,0.1
893,0.1
894,0.3
895,0.0
896,0.1
897,0.1
898,0.0
899,0.0
900,0.0
901,0.0
902,0.1
903,0.1
904,0.1
905,0.1
906,0.1
907,0.2
908,0.0
909,0.0
910,0.1
911,0.1
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.1
918,0.0
919,0.0
920,0.1
921,0.2
922,0.0
923,0.0
924,0.1
925,0.0
926,0.2
927,0.0
928,0.0
929,0.0
930,0.0
931,0.1
932,0.0
933,0.0
934,0.1
935,0.0
936,0.1
937,0.0
938,0.0
939,0.1
940,0.0
941,0.0
942,0.0
943,0.0
944,0.1
945,0.1
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.2
955,0.1
956,0.2
957,0.0
958,0.1
959,0.0
960,0.0
961,0.1
962,0.2
963,0.0
964,0.0
965,0.0
966,0.1
967,0.1
968,0.0
969,0.0
970,0.0
971,0.1
972,0.0
973,0.0
974,0.0
975,0.0
976,0.1
977,0.0
978,0.1
979,0.0
980,0.0
981,0.1
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.1
989,0.0
990,0.2
991,0.1
992,0.0
993,0.0
994,0.0
995,0.0
996,0.1
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.2
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.1
1020,0.1
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.1
1028,0.0
1029,0.0
1030,0.1
1031,0.1
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.1
1037,0.1
1038,0.0
1039,0.0
1040,0.1
1041,0.0
1042,0.0
1043,0.2
1044,0.0
1045,0.0
1046,0.1
1047,0.2
1048,0.1
1049,0.0
1050,0.0
1051,0.0
1052,0.1
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.1
1060,0.0
1061,0.1
1062,0.0
1063,0.0
1064,0.0
1065,0.1
1066,0.0
1067,0.0
1068,0.0
1069,0.1
1070,0.1
1071,0.1
1072,0.1
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.2
1079,0.0
1080,0.2
1081,0.1
1082,0.1
1083,0.1
1084,0.1
1085,0.0
1086,0.0
1087,0.1
1088,0.1
1089,0.1
1090,0.1
1091,0.1
1092,0.1
1093,0.0
1094,0.1
1095,0.2
1096,0.1
1097,0.0
1098,0.0
1099,0.0
1100,0.1
1101,0.3
1102,0.1
1103,0.2
1104,0.1
1105,0.0
1106,0.2
1107,0.0
1108,0.0
1109,0.1
1110,0.0
1111,0.0
1112,0.0
1113,0.1
1114,0.1
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.2
1124,0.0
1125,0.1
1126,0.1
1127,0.0
1128,0.1
1129,0.1
1130,0.0
1131,0.1
1132,0.1
1133,0.1
1134,0.0
1135,0.0
1136,0.1
1137,0.1
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.2
1143,0.2
1144,0.1
1145,0.0
1146,0.0
1147,0.1
1148,0.0
1149,0.1
1150,0.0
1151,0.1
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.1
1158,0.1
1159,0.0
1160,0.1
1161,0.1
1162,0.1
1163,0.1
1164,0.1
1165,0.1
1166,0.0
1167,0.1
1168,0.0
1169,0.4
1170,0.1
1171,0.0
1172,0.1
1173,0.0
1174,0.0
1175,0.0
1176,0.1
1177,0.2
1178,0.1
1179,0.1
1180,0.0
1181,0.1
1182,0.1
1183,0.1
1184,0.0
1185,0.1
1186,0.2
1187,0.0
1188,0.0
1189,0.1
1190,0.0
1191,0.2
1192,0.0
1193,0.1
1194,0.2
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.1
1203,0.0
1204,0.1
1205,0.0
1206,0.1
1207,0.2
1208,0.2
1209,0.1
1210,0.3
1211,0.3
1212,0.2
1213,0.2
1214,0.1
1215,0.2
1216,0.1
1217,0.1
1218,0.1
1219,0.1
1220,0.3
1221,0.0
1222,0.1
1223,0.2
1224,0.0
1225,0.2
1226,0.2
1227,0.2
1228,0.0
1229,0.1
1230,0.0
1231,0.1
1232,0.1
1233,0.0
1234,0.2
1235,0.1
1236,0.0
1237,0.2
1238,0.0
1239,0.1
1240,0.1
1241,0.1
1242,0.0
1243,0.0
1244,0.1
1245,0.2
1246,0.0
1247,0.1
1248,0.1
1249,0.0
1250,0.3
1251,0.0
1252,0.1
1253,0.0
1254,0.0
1255,0.3
1256,0.1
1257,0.3
1258,0.1
1259,0.3
1260,0.0
1261,0.0
1262,0.1
1263,0.2
1264,0.2
1265,0.3
1266,0.1
1267,0.2
1268,0.2
1269,0.3
1270,0.1
1271,0.2
1272,0.2
1273,0.1
1274,0.1
1275,0.1
1276,0.0
1277,0.1
1278,0.0
1279,0.2
1280,0.0
1281,0.2
1282,0.0
1283,0.4
1284,0.0
1285,0.2
1286,0.1
1287,0.1
1288,0.0
1289,0.1
1290,0.4
1291,0.2
1292,0.0
1293,0.1
1294,0.2
1295,0.1
1296,0.1
1297,0.0
1298,0.1
1299,0.2
1300,0.0
1301,0.2
1302,0.2
1303,0.1
1304,0.0
1305,0.0
1306,0.1
1307,0.0
1308,0.2
1309,0.0
1310,0.0
1311,0.0
1312,0.1
1313,0.0
1314,0.0
1315,0.0
1316,0.1
1317,0.0
1318,0.0
1319,0.1
1320,0.2
1321,0.2
1322,0.3
1323,0.0
1324,0.0
1325,0.0
1326,0.1
1327,0.1
1328,0.4
1329,0.2
1330,0.1
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.1
1336,0.2
1337,0.1
1338,0.2
1339,0.1
1340,0.2
1341,0.2
1342,0.0
1343,0.1
1344,0.2
1345,0.0
1346,0.1
1347,0.0
1348,0.0
1349,0.1
1350,0.0
1351,0.0
1352,0.1
1353,0.0
1354,0.0
1355,0.1
1356,0.1
1357,0.0
1358,0.1
1359,0.1
1360,0.1
1361,0.1
1362,0.2
1363,0.2
1364,0.0
1365,0.2
1366,0.2
1367,0.2
1368,0.0
1369,0.1
1370,0.1
1371,0.0
1372,0.2
1373,0.2
1374,0.2
1375,0.4
1376,0.0
1377,0.0
1378,0.1
1379,0.3
1380,0.0
1381,0.4
1382,0.0
1383,0.1
1384,0.1
1385,0.1
1386,0.1
1387,0.1
1388,0.1
1389,0.0
1390,0.0
1391,0.1
1392,0.2
1393,0.0
1394,0.1
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.1
1400,0.1
1401,0.2
1402,0.3
1403,0.1
1404,0.2
1405,0.0
1406,0.3
1407,0.0
1408,0.0
1409,0.2
1410,0.1
1411,0.3
1412,0.0
1413,0.0
1414,0.0
1415,0.2
1416,0.0
1417,0.2
1418,0.0
1419,0.1
1420,0.2
1421,0.1
1422,0.0
1423,0.0
1424,0.0
1425,0.1
1426,0.0
1427,0.3
1428,0.0
1429,0.0
1430,0.2
1431,0.0
1432,0.2
1433,0.0
1434,0.0
1435,0.0
1436,0.1
1437,0.3
1438,0.4
1439,0.1
1440,0.1
1441,0.1
1442,0.1
1443,0.0
1444,0.1
1445,0.0
1446,0.2
1447,0.1
1448,0.1
1449,0.1
1450,0.1
1451,0.2
1452,0.1
1453,0.0
1454,0.1
1455,0.0
1456,0.2
1457,0.2
1458,0.0
1459,0.1
1460,0.5
1461,0.0
1462,0.1
1463,0.1
1464,0.1
1465,0.0
1466,0.0
1467,0.1
1468,0.1
1469,0.1
1470,0.0
1471,0.0
1472,0.0
1473,0.1
1474,0.0
1475,0.0
1476,0.1
1477,0.0
1478,0.2
1479,0.1
1480,0.0
1481,0.0
1482,0.1
1483,0.2
1484,0.0
1485,0.4
1486,0.1
1487,0.2
1488,0.1
1489,0.1
1490,0.2
1491,0.3
1492,0.3
1493,0.0
1494,0.1
1495,0.1
1496,0.0
1497,0.0
1498,0.1
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.1
1504,0.1
1505,0.0
1506,0.1
1507,0.1
1508,0.1
1509,0.0
1510,0.2
1511,0.0
1512,0.1
1513,0.4
1514,0.1
1515,0.1
1516,0.0
1517,0.0
1518,0.0
1519,0.1
1520,0.1
1521,0.0
1522,0.1
1523,0.0
1524,0.1
1525,0.1
1526,0.1
1527,0.0
1528,0.0
1529,0.1
1530,0.0
1531,0.0
1532,0.1
1533,0.1
1534,0.2
1535,0.0
1536,0.3
1537,0.2
1538,0.2
1539,0.0
1540,0.1
1541,0.0
1542,0.1
1543,0.0
1544,0.1
1545,0.1
1546,0.1
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.1
1556,0.1
1557,0.0
1558,0.2
1559,0.0
1560,0.2
1561,0.1
1562,0.0
1563,0.2
1564,0.0
1565,0.2
1566,0.1
1567,0.0
1568,0.0
1569,0.2
1570,0.0
1571,0.2
1572,0.1
1573,0.2
1574,0.0
1575,0.0
1576,0.0
1577,0.1
1578,0.1
1579,0.0
1580,0.0
1581,0.0
1582,0.2
1583,0.0
1584,0.0
1585,0.0
1586,0.2
1587,0.0
1588,0.2
1589,0.0
1590,0.0
1591,0.0
1592,0.1
1593,0.0
1594,0.1
1595,0.1
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.2
1605,0.1
1606,0.2
1607,0.0
1608,0.2
1609,0.0
1610,0.0
1611,0.1
1612,0.3
1613,0.1
1614,0.0
1615,0.1
1616,0.0
1617,0.1
1618,0.0
1619,0.1
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.1
1625,0.0
1626,0.1
1627,0.0
1628,0.0
1629,0.0
1630,0.2
1631,0.1
1632,0.0
1633,0.1
1634,0.0
1635,0.1
1636,0.1
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.1
1645,0.0
1646,0.0
1647,0.2
1648,0.1
1649,0.1
1650,0.1
1651,0.0
1652,0.0
1653,0.1
1654,0.1
1655,0.1
1656,0.0
1657,0.0
1658,0.1
1659,0.0
1660,0.0
1661,0.1
1662,0.1
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.1
1668,0.0
1669,0.0
1670,0.2
1671,0.0
1672,0.0
1673,0.1
1674,0.0
1675,0.0
1676,0.1
1677,0.0
1678,0.1
1679,0.0
1680,0.1
1681,0.0
1682,0.1
1683,0.2
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.2
1696,0.0
1697,0.0
1698,0.1
1699,0.0
1700,0.1
1701,0.1
1702,0.0
1703,0.1
1704,0.0
1705,0.0
1706,0.2
1707,0.1
1708,0.1
1709,0.0
1710,0.0
1711,0.1
1712,0.0
1713,0.0
1714,0.1
1715,0.2
1716,0.0
1717,0.0
1718,0.1
1719,0.0
1720,0.0
1721,0.0
1722,0.3
1723,0.0
1724,0.0
1725,0.0
1726,0.1
1727,0.2
1728,0.2
1729,0.1
1730,0.0
1731,0.0
1732,0.2
1733,0.1
1734,0.2
1735,0.0
1736,0.1
1737,0.2
1738,0.2
1739,0.0
1740,0.2
1741,0.0
1742,0.0
1743,0.2
1744,0.0
1745,0.3
1746,0.1
1747,0.0
1748,0.1
1749,0.1
1750,0.1
1751,0.2
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.2
1759,0.0
1760,0.0
1761,0.1
1762,0.2
1763,0.1
1764,0.2
1765,0.1
1766,0.0
1767,0.1
1768,0.0
1769,0.0
1770,0.1
1771,0.1
1772,0.1
1773,0.1
1774,0.0
1775,0.0
1776,0.1
1777,0.1
1778,0.1
1779,0.0
1780,0.1
1781,0.0
1782,0.1
1783,0.0
1784,0.0
1785,0.0
1786,0.1
1787,0.1
1788,0.3
1789,0.1
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.1
1795,0.0
1796,0.1
1797,0.0
1798,0.1
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.1
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.1
1818,0.1
1819,0.3
1820,0.3
1821,0.1
1822,0.0
1823,0.1
1824,0.1
1825,0.2
1826,0.0
1827,0.0
1828,0.1
1829,0.1
1830,0.1
1831,0.0
1832,0.2
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.2
1839,0.0
1840,0.1
1841,0.1
1842,0.2
1843,0.0
1844,0.3
1845,0.2
1846,0.2
1847,0.0
1848,0.2
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.1
1855,0.1
1856,0.1
1857,0.2
1858,0.2
1859,0.0
1860,0.0
1861,0.2
1862,0.0
1863,0.3
1864,0.0
1865,0.2
1866,0.1
1867,0.1
1868,0.0
1869,0.0
1870,0.1
1871,0.0
1872,0.0
1873,0.1
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.1
1881,0.1
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.1
1891,0.0
1892,0.0
1893,0.1
1894,0.0
1895,0.0
1896,0.0
1897,0.2
1898,0.0
1899,0.1
1900,0.1
1901,0.1
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.1
1910,0.1
1911,0.0
1912,0.1
1913,0.2
1914,0.3
1915,0.3
1916,0.2
1917,0.0
1918,0.2
1919,0.3
1920,0.3
1921,0.0
1922,0.1
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.1
1928,0.0
1929,0.1
1930,0.1
1931,0.0
1932,0.1
1933,0.2
1934,0.0
1935,0.0
1936,0.2
1937,0.1
1938,0.2
1939,0.2
1940,0.2
1941,0.2
1942,0.1
1943,0.2
1944,0.1
1945,0.1
1946,0.1
1947,0.4
1948,0.3
1949,0.4
1950,0.1
1951,0.3
1952,0.2
1953,0.1
1954,0.3
1955,0.1
1956,0.0
1957,0.1
1958,0.0
1959,0.3
1960,0.1
1961,0.1
1962,0.4
1963,0.2
1964,0.1
1965,0.1
1966,0.3
1967,0.2
1968,0.1
1969,0.2
1970,0.2
1971,0.2
1972,0.7
1973,0.2
1974,0.2
1975,0.3
1976,0.3
1977,0.3
1978,0.5
1979,0.1
1980,0.4
1981,0.3
1982,0.2
1983,0.2
1984,0.3
1985,0.3
1986,0.2
1987,0.3
1988,0.3
1989,0.3
1990,0.5
1991,0.2
1992,0.2
1993,0.5
1994,0.2
1995,0.4
1996,0.5
1997,0.3
1998,0.3
1999,0.3
2000,0.5
2001,0.1
2002,0.3
2003,0.2
2004,0.4
2005,0.3
2006,0.2
2007,0.3
2008,0.3
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.2
2015,0.0
2016,0.0
2017,0.0
2018,0.2
2019,0.3
2020,0.4
2021,0.2
2022,0.2
2023,0.5
2024,0.1
2025,0.3
2026,0.3
2027,0.6
2028,0.5
2029,0.7
2030,0.3
2031,0.5
2032,0.3
2033,0.4
2034,0.4
2035,0.4
2036,0.3
2037,0.2
2038,0.2
2039,0.2
2040,0.2
2041,0.1
2042,0.3
2043,0.4
2044,0.3
2045,0.1
2046,0.1
2047,0.3
2048,0.3
2049,0.4
2050,0.2
2051,0.5
2052,0.5
2053,0.1
2054,0.3
2055,0.3
2056,0.2
2057,0.4
2058,0.2
2059,0.2
2060,0.3
2061,0.5
2062,0.5
2063,0.2
2064,0.2
2065,0.2
2066,0.2
2067,0.3
2068,0.2
2069,0.3
2070,0.5
2071,0.4
2072,0.4
2073,0.2
2074,0.5
2075,0.3
2076,0.7
2077,0.5
2078,0.2
2079,0.6
2080,0.2
2081,0.4
2082,0.3
2083,0.4
2084,0.3
2085,0.4
2086,0.5
2087,0.3
2088,0.4
2089,0.3
2090,0.3
2091,0.2
2092,0.4
2093,0.2
2094,0.6
2095,0.4
2096,0.4
2097,0.3
2098,0.2
2099,0.3
2100,0.5
2101,0.3
2102,0.2
2103,0.3
2104,0.3
2105,0.2
2106,0.6
2107,0.5
2108,0.5
2109,0.2
2110,0.4
2111,0.4
2112,0.4
2113,0.4
2114,0.4
2115,0.3
2116,0.4
2117,0.3
2118,0.5
2119,0.2
2120,0.4
2121,0.1
2122,0.3
2123,0.5
2124,0.3
2125,0.5
2126,0.1
2127,0.5
2128,0.5
2129,0.2
2130,0.4
2131,0.5
2132,0.4
2133,0.3
2134,0.3
2135,0.3
2136,0.4
2137,0.2
2138,0.2
2139,0.4
2140,0.2
